gameId,gameDuraton,blueWins,blueFirstBlood,blueFirstTower,blueFirstBaron,blueFirstDragon,blueFirstInhibitor,blueDragonKills,blueBaronKills,blueTowerKills,blueInhibitorKills,blueWardPlaced,blueWardkills,blueKills,blueDeath,blueAssist,blueChampionDamageDealt,blueTotalGold,blueTotalMinionKills,blueTotalLevel,blueAvgLevel,blueJungleMinionKills,blueKillingSpree,blueTotalHeal,blueObjectDamageDealt,redWins,redFirstBlood,redFirstTower,redFirstBaron,redFirstDragon,redFirstInhibitor,redDragonKills,redBaronKills,redTowerKills,redInhibitorKills,redWardPlaced,redWardkills,redKills,redDeath,redAssist,redChampionDamageDealt,redTotalGold,redTotalMinionKills,redTotalLevel,redAvgLevel,redJungleMinionKills,redKillingSpree,redTotalHeal,redObjectDamageDealt
4211557534,1540,0,1,0,0,0,0,0,0,3,0,83,30,7,24,11,41760,41812,620,61,12.2,154,1,13867,35228,1,0,1,1,1,1,3,1,8,1,89,32,24,7,59,54013,50933,581,70,14,156,5,21943,59397
4232573394,1886,1,1,0,1,1,1,2,2,9,2,85,47,34,24,55,95111,68509,792,80,16,213,10,33765,83538,0,0,1,0,0,0,2,0,4,0,113,42,24,34,28,73974,57015,747,73,14.6,169,6,35546,42244
4232492751,918,0,0,0,0,0,0,0,0,0,0,31,8,5,21,5,18136,22181,320,42,8.4,85,1,10212,3120,1,1,1,0,1,0,1,0,4,0,41,11,21,5,23,35205,35138,431,52,10.4,86,4,13070,18672
4227379588,1085,0,0,0,0,1,0,1,0,0,0,47,14,9,16,11,26675,28693,426,50,10,115,3,14219,15468,1,1,1,0,0,0,1,0,4,0,44,18,16,9,25,43639,35722,477,54,10.8,81,1,12574,34070
4222955290,1719,1,1,0,1,0,1,3,1,10,2,100,37,23,10,45,89068,55736,686,76,15.2,161,6,45769,62877,0,0,1,0,1,0,1,0,4,0,75,39,10,23,11,66402,47215,687,67,13.4,179,2,35992,19321
4222901168,936,0,0,0,0,0,0,0,0,0,0,31,12,5,28,6,21238,23397,340,44,8.8,68,0,9694,3195,1,1,1,0,1,0,2,0,3,0,38,18,28,5,39,42639,35226,378,52,10.4,98,4,13289,24913
4222855407,1541,0,0,1,0,0,0,1,0,3,0,80,40,22,38,27,70172,48407,572,66,13.2,146,5,13980,40334,1,1,0,1,1,1,2,1,5,1,81,30,38,22,60,77720,55102,539,73,14.6,124,10,34517,39266
4220436726,1601,1,0,1,1,1,1,2,1,9,1,77,47,23,17,35,94665,56166,646,75,15,252,7,40207,77719,0,1,0,0,0,0,1,0,0,0,103,26,16,23,28,65932,42463,575,64,12.8,88,4,25533,14979
4217740790,2041,1,0,1,0,1,1,4,0,9,2,119,35,35,36,70,168335,65768,656,82,16.4,210,8,62679,63481,0,1,0,1,0,0,1,2,4,0,93,43,36,35,74,141215,70811,737,85,17,188,9,106565,85832
4217472738,972,1,1,1,0,1,0,2,0,4,0,45,11,22,3,26,39460,35077,406,53,10.6,104,5,14403,34824,0,0,0,0,0,0,0,0,0,0,26,9,3,22,3,26701,23392,392,45,9,65,1,7484,7206
4216941024,1473,1,0,1,0,1,1,2,0,10,2,56,14,41,22,48,115573,56304,575,72,14.4,144,12,36001,62695,0,1,0,0,0,0,0,0,2,0,49,12,21,41,42,77225,44895,536,69,13.8,69,3,20789,11767
4216789811,1629,0,0,1,0,0,0,2,0,3,0,82,25,21,27,42,69479,49144,620,69,13.8,167,7,16250,46486,1,1,0,1,1,1,1,1,9,1,86,32,27,21,26,71385,58430,696,73,14.6,172,6,19355,60525
4216573409,1821,0,0,0,0,1,0,2,0,3,0,87,45,11,27,24,75467,51202,750,71,14.2,210,2,29690,37802,1,1,1,1,0,1,2,1,9,2,102,44,27,11,55,71629,60698,784,79,15.8,200,5,38321,71869
4211491708,1391,1,0,1,0,1,1,2,0,9,2,69,16,26,13,46,63366,49068,580,68,13.6,165,6,19582,61552,0,1,0,0,0,0,1,0,1,0,57,21,13,26,19,46362,39112,560,62,12.4,124,3,24507,21446
4211414401,1557,1,1,1,0,1,1,3,0,10,2,60,30,32,13,51,100013,56656,682,74,14.8,225,8,48970,67472,0,0,0,0,0,0,0,0,0,0,77,31,13,32,21,73479,42343,616,66,13.2,88,1,35300,4537
4211326214,1213,0,1,0,0,1,0,2,0,3,0,49,20,19,24,36,43746,39453,473,53,10.6,98,3,12992,44932,1,0,1,0,0,0,1,0,4,0,52,13,24,19,47,47825,42099,470,58,11.6,93,6,27264,21482
4210725194,1655,1,1,1,0,0,1,3,0,9,2,106,28,23,10,33,69534,53016,639,71,14.2,200,5,21383,51064,0,0,0,1,1,0,1,1,1,0,63,42,10,23,21,52450,46168,639,69,13.8,158,2,27274,41377
4210607036,1354,0,1,1,0,0,0,0,0,2,0,46,16,14,29,29,55318,40461,576,61,12.2,108,3,46787,10655,1,0,0,0,1,0,2,0,5,0,55,15,29,14,39,79858,46539,549,67,13.4,124,6,33984,48028
4210544654,1174,1,1,1,0,0,1,0,0,7,1,54,18,14,3,20,30278,39573,527,56,11.2,124,4,8290,42339,0,0,0,0,1,0,2,0,1,0,48,22,3,14,4,24728,28628,471,51,10.2,94,0,12426,15539
4208540749,1892,1,0,1,1,0,1,1,1,9,1,102,54,28,18,55,110491,71808,821,81,16.2,239,6,36029,64976,0,1,0,0,1,0,2,0,1,0,99,48,18,28,34,74237,53808,796,72,14.4,150,3,52553,24191
4207880258,918,0,0,0,0,0,0,0,0,0,0,35,15,3,19,5,26847,22626,357,43,8.6,69,0,6450,9130,1,1,1,0,1,0,2,0,1,0,41,15,19,3,21,28985,30665,387,50,10,106,5,8406,14169
4206501111,1118,1,1,1,0,0,1,0,0,4,2,0,0,46,29,131,93157,60924,211,87,17.4,0,18,39735,8083,0,0,0,0,0,0,0,0,1,0,0,0,29,46,70,93637,55715,211,79,15.8,0,8,9837,2759
4206197847,2087,0,0,0,0,1,1,3,0,6,1,80,26,40,36,62,135483,64868,636,83,16.6,233,12,23611,69256,1,1,1,1,0,0,1,1,8,1,86,21,36,40,46,104719,67706,661,85,17,190,7,38135,60246
4206140902,1314,1,1,1,0,0,0,0,0,3,0,36,10,32,21,30,68601,44398,442,67,13.4,115,7,14782,16467,0,0,0,0,1,0,2,0,2,0,48,13,21,32,21,50254,39126,475,61,12.2,90,6,17987,16204
4205783924,917,1,1,1,0,1,0,1,0,2,0,28,8,24,8,38,41551,31910,385,51,10.2,69,4,11484,18116,0,0,0,0,0,0,0,0,0,0,29,4,8,24,8,24697,23952,363,43,8.6,77,1,10597,11319
4205702275,1236,0,0,0,0,0,0,0,0,1,0,46,20,17,19,35,47583,36786,480,56,11.2,95,4,17583,15356,1,1,1,0,1,1,2,0,6,1,62,19,19,17,21,52736,42123,482,60,12,136,3,13755,43080
4204484753,967,1,0,0,0,0,1,0,0,4,1,0,0,44,32,106,107702,55077,201,80,16,0,13,14392,8840,0,1,1,0,0,0,0,0,1,0,0,0,32,45,64,69873,50012,186,74,14.8,0,9,27172,2728
4204457873,1361,1,0,1,0,0,1,0,0,4,2,0,0,78,45,197,201390,75814,243,90,18,0,21,79215,7671,0,1,0,0,0,0,0,0,2,0,0,0,45,78,97,153200,69673,254,90,18,0,13,41164,4335
4204328322,1156,0,1,0,0,1,0,1,0,1,0,56,10,13,20,17,28048,35684,483,56,11.2,114,3,17241,15656,1,0,1,0,0,0,1,0,5,0,57,22,20,13,28,49624,41091,528,58,11.6,125,6,8721,39303
4204007475,1639,0,0,0,0,0,0,1,0,1,0,78,26,19,25,38,70287,48612,627,71,14.2,140,3,13819,26193,1,1,1,1,1,1,3,1,11,2,74,45,25,19,51,73275,58669,728,76,15.2,177,6,27219,62658
4203914434,1419,1,0,1,1,0,1,2,1,6,1,65,30,18,15,21,48504,49998,614,67,13.4,218,5,13310,69096,0,1,0,0,1,0,1,0,2,0,66,16,15,18,26,36777,42912,566,60,12,132,2,20895,16729
4203882960,1087,1,0,1,0,0,0,1,0,4,0,42,8,15,6,27,32348,35533,462,55,11,97,5,13717,38704,0,1,0,0,1,0,1,0,0,0,31,17,6,15,5,26517,28539,493,51,10.2,100,1,11916,20539
4198552194,1760,0,0,1,0,0,1,1,0,5,1,67,20,36,42,33,86056,57925,573,74,14.8,173,7,49756,32739,1,1,0,1,1,0,2,1,4,0,59,20,42,36,46,108927,63353,605,82,16.4,175,12,25597,44762
4198462558,1585,1,1,0,1,0,1,3,1,8,1,73,17,36,15,71,103326,58464,576,78,15.6,185,8,74064,62710,0,0,1,0,1,0,1,0,2,0,50,28,13,36,21,79021,43684,546,65,13,119,3,32872,27616
4198395009,1035,1,1,1,0,1,0,1,0,3,0,57,11,19,5,28,41965,35302,450,56,11.2,113,4,27275,25512,0,0,0,0,0,0,0,0,0,0,34,23,5,19,5,33459,27022,469,49,9.8,77,1,13376,7176
4198306605,1587,0,1,0,0,1,0,1,0,0,0,48,22,21,32,31,86156,45132,536,67,13.4,117,4,23482,25688,1,0,1,1,0,1,2,1,9,2,66,22,32,21,63,100230,58309,583,75,15,187,10,83871,65244
